cache_index,dataset,reference,split
1837,kadid10k,kadid10k/i15,train
1838,kadid10k,kadid10k/i15,train
1839,kadid10k,kadid10k/i15,train
1840,kadid10k,kadid10k/i15,train
1841,kadid10k,kadid10k/i15,train
1842,kadid10k,kadid10k/i15,train
1843,kadid10k,kadid10k/i15,train
1844,kadid10k,kadid10k/i15,train
1845,kadid10k,kadid10k/i15,train
1846,kadid10k,kadid10k/i15,train
1847,kadid10k,kadid10k/i15,train
1848,kadid10k,kadid10k/i15,train
1849,kadid10k,kadid10k/i15,train
1850,kadid10k,kadid10k/i15,train
1851,kadid10k,kadid10k/i15,train
1852,kadid10k,kadid10k/i15,train
1853,kadid10k,kadid10k/i15,train
1854,kadid10k,kadid10k/i15,train
1855,kadid10k,kadid10k/i15,train
1856,kadid10k,kadid10k/i15,train
1857,kadid10k,kadid10k/i15,train
1858,kadid10k,kadid10k/i15,train
1859,kadid10k,kadid10k/i15,train
1860,kadid10k,kadid10k/i15,train
1861,kadid10k,kadid10k/i15,train
1862,kadid10k,kadid10k/i15,train
1863,kadid10k,kadid10k/i15,train
1864,kadid10k,kadid10k/i15,train
1865,kadid10k,kadid10k/i15,train
1866,kadid10k,kadid10k/i15,train
1867,kadid10k,kadid10k/i15,train
1868,kadid10k,kadid10k/i15,train
1869,kadid10k,kadid10k/i15,train
1870,kadid10k,kadid10k/i15,train
1871,kadid10k,kadid10k/i15,train
1872,kadid10k,kadid10k/i15,train
1873,kadid10k,kadid10k/i15,train
1874,kadid10k,kadid10k/i15,train
1875,kadid10k,kadid10k/i16,train
1876,kadid10k,kadid10k/i16,train
1877,kadid10k,kadid10k/i16,train
1878,kadid10k,kadid10k/i16,train
1879,kadid10k,kadid10k/i16,train
1880,kadid10k,kadid10k/i16,train
1881,kadid10k,kadid10k/i16,train
1882,kadid10k,kadid10k/i16,train
1883,kadid10k,kadid10k/i16,train
1884,kadid10k,kadid10k/i16,train
1885,kadid10k,kadid10k/i16,train
1886,kadid10k,kadid10k/i16,train
1887,kadid10k,kadid10k/i16,train
1888,kadid10k,kadid10k/i16,train
1889,kadid10k,kadid10k/i16,train
1890,kadid10k,kadid10k/i16,train
1891,kadid10k,kadid10k/i16,train
1892,kadid10k,kadid10k/i16,train
1893,kadid10k,kadid10k/i16,train
1894,kadid10k,kadid10k/i16,train
1895,kadid10k,kadid10k/i16,train
1896,kadid10k,kadid10k/i16,train
1897,kadid10k,kadid10k/i16,train
1898,kadid10k,kadid10k/i16,train
1899,kadid10k,kadid10k/i16,train
1900,kadid10k,kadid10k/i16,train
1901,kadid10k,kadid10k/i16,train
1902,kadid10k,kadid10k/i16,train
1903,kadid10k,kadid10k/i16,train
1904,kadid10k,kadid10k/i16,train
1905,kadid10k,kadid10k/i16,train
1906,kadid10k,kadid10k/i16,train
1907,kadid10k,kadid10k/i16,train
1908,kadid10k,kadid10k/i16,train
1909,kadid10k,kadid10k/i16,train
1910,kadid10k,kadid10k/i16,train
1911,kadid10k,kadid10k/i16,train
1912,kadid10k,kadid10k/i16,train
1913,kadid10k,kadid10k/i16,train
1914,kadid10k,kadid10k/i16,train
1915,kadid10k,kadid10k/i16,train
1916,kadid10k,kadid10k/i16,train
1917,kadid10k,kadid10k/i16,train
1918,kadid10k,kadid10k/i16,train
1919,kadid10k,kadid10k/i16,train
1920,kadid10k,kadid10k/i16,train
1921,kadid10k,kadid10k/i16,train
1922,kadid10k,kadid10k/i16,train
1923,kadid10k,kadid10k/i16,train
1924,kadid10k,kadid10k/i16,train
1925,kadid10k,kadid10k/i16,train
1926,kadid10k,kadid10k/i16,train
1927,kadid10k,kadid10k/i16,train
1928,kadid10k,kadid10k/i16,train
1929,kadid10k,kadid10k/i16,train
1930,kadid10k,kadid10k/i16,train
1931,kadid10k,kadid10k/i16,train
1932,kadid10k,kadid10k/i16,train
1933,kadid10k,kadid10k/i16,train
1934,kadid10k,kadid10k/i16,train
1935,kadid10k,kadid10k/i16,train
1936,kadid10k,kadid10k/i16,train
1937,kadid10k,kadid10k/i16,train
1938,kadid10k,kadid10k/i16,train
1939,kadid10k,kadid10k/i16,train
1940,kadid10k,kadid10k/i16,train
1941,kadid10k,kadid10k/i16,train
1942,kadid10k,kadid10k/i16,train
1943,kadid10k,kadid10k/i16,train
1944,kadid10k,kadid10k/i16,train
1945,kadid10k,kadid10k/i16,train
1946,kadid10k,kadid10k/i16,train
1947,kadid10k,kadid10k/i16,train
1948,kadid10k,kadid10k/i16,train
1949,kadid10k,kadid10k/i16,train
1950,kadid10k,kadid10k/i16,train
1951,kadid10k,kadid10k/i16,train
1952,kadid10k,kadid10k/i16,train
1953,kadid10k,kadid10k/i16,train
1954,kadid10k,kadid10k/i16,train
1955,kadid10k,kadid10k/i16,train
1956,kadid10k,kadid10k/i16,train
1957,kadid10k,kadid10k/i16,train
1958,kadid10k,kadid10k/i16,train
1959,kadid10k,kadid10k/i16,train
1960,kadid10k,kadid10k/i16,train
1961,kadid10k,kadid10k/i16,train
1962,kadid10k,kadid10k/i16,train
1963,kadid10k,kadid10k/i16,train
1964,kadid10k,kadid10k/i16,train
1965,kadid10k,kadid10k/i16,train
1966,kadid10k,kadid10k/i16,train
1967,kadid10k,kadid10k/i16,train
1968,kadid10k,kadid10k/i16,train
1969,kadid10k,kadid10k/i16,train
1970,kadid10k,kadid10k/i16,train
1971,kadid10k,kadid10k/i16,train
1972,kadid10k,kadid10k/i16,train
1973,kadid10k,kadid10k/i16,train
1974,kadid10k,kadid10k/i16,train
1975,kadid10k,kadid10k/i16,train
1976,kadid10k,kadid10k/i16,train
1977,kadid10k,kadid10k/i16,train
1978,kadid10k,kadid10k/i16,train
1979,kadid10k,kadid10k/i16,train
1980,kadid10k,kadid10k/i16,train
1981,kadid10k,kadid10k/i16,train
1982,kadid10k,kadid10k/i16,train
1983,kadid10k,kadid10k/i16,train
1984,kadid10k,kadid10k/i16,train
1985,kadid10k,kadid10k/i16,train
1986,kadid10k,kadid10k/i16,train
1987,kadid10k,kadid10k/i16,train
1988,kadid10k,kadid10k/i16,train
1989,kadid10k,kadid10k/i16,train
1990,kadid10k,kadid10k/i16,train
1991,kadid10k,kadid10k/i16,train
1992,kadid10k,kadid10k/i16,train
1993,kadid10k,kadid10k/i16,train
1994,kadid10k,kadid10k/i16,train
1995,kadid10k,kadid10k/i16,train
1996,kadid10k,kadid10k/i16,train
1997,kadid10k,kadid10k/i16,train
1998,kadid10k,kadid10k/i16,train
1999,kadid10k,kadid10k/i16,train
2000,kadid10k,kadid10k/i17,train
2001,kadid10k,kadid10k/i17,train
2002,kadid10k,kadid10k/i17,train
2003,kadid10k,kadid10k/i17,train
2004,kadid10k,kadid10k/i17,train
2005,kadid10k,kadid10k/i17,train
2006,kadid10k,kadid10k/i17,train
2007,kadid10k,kadid10k/i17,train
2008,kadid10k,kadid10k/i17,train
2009,kadid10k,kadid10k/i17,train
2010,kadid10k,kadid10k/i17,train
2011,kadid10k,kadid10k/i17,train
2012,kadid10k,kadid10k/i17,train
2013,kadid10k,kadid10k/i17,train
2014,kadid10k,kadid10k/i17,train
2015,kadid10k,kadid10k/i17,train
2016,kadid10k,kadid10k/i17,train
2017,kadid10k,kadid10k/i17,train
2018,kadid10k,kadid10k/i17,train
2019,kadid10k,kadid10k/i17,train
2020,kadid10k,kadid10k/i17,train
2021,kadid10k,kadid10k/i17,train
2022,kadid10k,kadid10k/i17,train
2023,kadid10k,kadid10k/i17,train
2024,kadid10k,kadid10k/i17,train
2025,kadid10k,kadid10k/i17,train
2026,kadid10k,kadid10k/i17,train
2027,kadid10k,kadid10k/i17,train
2028,kadid10k,kadid10k/i17,train
2029,kadid10k,kadid10k/i17,train
2030,kadid10k,kadid10k/i17,train
2031,kadid10k,kadid10k/i17,train
2032,kadid10k,kadid10k/i17,train
2033,kadid10k,kadid10k/i17,train
2034,kadid10k,kadid10k/i17,train
2035,kadid10k,kadid10k/i17,train
2036,kadid10k,kadid10k/i17,train
2037,kadid10k,kadid10k/i17,train
2038,kadid10k,kadid10k/i17,train
2039,kadid10k,kadid10k/i17,train
2040,kadid10k,kadid10k/i17,train
2041,kadid10k,kadid10k/i17,train
2042,kadid10k,kadid10k/i17,train
2043,kadid10k,kadid10k/i17,train
2044,kadid10k,kadid10k/i17,train
2045,kadid10k,kadid10k/i17,train
2046,kadid10k,kadid10k/i17,train
2047,kadid10k,kadid10k/i17,train
2048,kadid10k,kadid10k/i17,train
2049,kadid10k,kadid10k/i17,train
2050,kadid10k,kadid10k/i17,train
2051,kadid10k,kadid10k/i17,train
2052,kadid10k,kadid10k/i17,train
2053,kadid10k,kadid10k/i17,train
2054,kadid10k,kadid10k/i17,train
2055,kadid10k,kadid10k/i17,train
2056,kadid10k,kadid10k/i17,train
2057,kadid10k,kadid10k/i17,train
2058,kadid10k,kadid10k/i17,train
2059,kadid10k,kadid10k/i17,train
2060,kadid10k,kadid10k/i17,train
2061,kadid10k,kadid10k/i17,train
2062,kadid10k,kadid10k/i17,train
2063,kadid10k,kadid10k/i17,train
2064,kadid10k,kadid10k/i17,train
2065,kadid10k,kadid10k/i17,train
2066,kadid10k,kadid10k/i17,train
2067,kadid10k,kadid10k/i17,train
2068,kadid10k,kadid10k/i17,train
2069,kadid10k,kadid10k/i17,train
2070,kadid10k,kadid10k/i17,train
2071,kadid10k,kadid10k/i17,train
2072,kadid10k,kadid10k/i17,train
2073,kadid10k,kadid10k/i17,train
2074,kadid10k,kadid10k/i17,train
2075,kadid10k,kadid10k/i17,train
2076,kadid10k,kadid10k/i17,train
2077,kadid10k,kadid10k/i17,train
2078,kadid10k,kadid10k/i17,train
2079,kadid10k,kadid10k/i17,train
2080,kadid10k,kadid10k/i17,train
2081,kadid10k,kadid10k/i17,train
2082,kadid10k,kadid10k/i17,train
2083,kadid10k,kadid10k/i17,train
2084,kadid10k,kadid10k/i17,train
2085,kadid10k,kadid10k/i17,train
2086,kadid10k,kadid10k/i17,train
2087,kadid10k,kadid10k/i17,train
2088,kadid10k,kadid10k/i17,train
2089,kadid10k,kadid10k/i17,train
2090,kadid10k,kadid10k/i17,train
2091,kadid10k,kadid10k/i17,train
2092,kadid10k,kadid10k/i17,train
2093,kadid10k,kadid10k/i17,train
2094,kadid10k,kadid10k/i17,train
2095,kadid10k,kadid10k/i17,train
2096,kadid10k,kadid10k/i17,train
2097,kadid10k,kadid10k/i17,train
2098,kadid10k,kadid10k/i17,train
2099,kadid10k,kadid10k/i17,train
2100,kadid10k,kadid10k/i17,train
2101,kadid10k,kadid10k/i17,train
2102,kadid10k,kadid10k/i17,train
2103,kadid10k,kadid10k/i17,train
2104,kadid10k,kadid10k/i17,train
2105,kadid10k,kadid10k/i17,train
2106,kadid10k,kadid10k/i17,train
2107,kadid10k,kadid10k/i17,train
2108,kadid10k,kadid10k/i17,train
2109,kadid10k,kadid10k/i17,train
2110,kadid10k,kadid10k/i17,train
2111,kadid10k,kadid10k/i17,train
2112,kadid10k,kadid10k/i17,train
2113,kadid10k,kadid10k/i17,train
2114,kadid10k,kadid10k/i17,train
2115,kadid10k,kadid10k/i17,train
2116,kadid10k,kadid10k/i17,train
2117,kadid10k,kadid10k/i17,train
2118,kadid10k,kadid10k/i17,train
2119,kadid10k,kadid10k/i17,train
2120,kadid10k,kadid10k/i17,train
2121,kadid10k,kadid10k/i17,train
2122,kadid10k,kadid10k/i17,train
2123,kadid10k,kadid10k/i17,train
2124,kadid10k,kadid10k/i17,train
2125,kadid10k,kadid10k/i18,train
2126,kadid10k,kadid10k/i18,train
2127,kadid10k,kadid10k/i18,train
2128,kadid10k,kadid10k/i18,train
2129,kadid10k,kadid10k/i18,train
2130,kadid10k,kadid10k/i18,train
2131,kadid10k,kadid10k/i18,train
2132,kadid10k,kadid10k/i18,train
2133,kadid10k,kadid10k/i18,train
2134,kadid10k,kadid10k/i18,train
2135,kadid10k,kadid10k/i18,train
2136,kadid10k,kadid10k/i18,train
2137,kadid10k,kadid10k/i18,train
2138,kadid10k,kadid10k/i18,train
2139,kadid10k,kadid10k/i18,train
2140,kadid10k,kadid10k/i18,train
2141,kadid10k,kadid10k/i18,train
2142,kadid10k,kadid10k/i18,train
2143,kadid10k,kadid10k/i18,train
2144,kadid10k,kadid10k/i18,train
2145,kadid10k,kadid10k/i18,train
2146,kadid10k,kadid10k/i18,train
2147,kadid10k,kadid10k/i18,train
2148,kadid10k,kadid10k/i18,train
2149,kadid10k,kadid10k/i18,train
2150,kadid10k,kadid10k/i18,train
2151,kadid10k,kadid10k/i18,train
2152,kadid10k,kadid10k/i18,train
2153,kadid10k,kadid10k/i18,train
2154,kadid10k,kadid10k/i18,train
2155,kadid10k,kadid10k/i18,train
2156,kadid10k,kadid10k/i18,train
2157,kadid10k,kadid10k/i18,train
2158,kadid10k,kadid10k/i18,train
2159,kadid10k,kadid10k/i18,train
2160,kadid10k,kadid10k/i18,train
2161,kadid10k,kadid10k/i18,train
2162,kadid10k,kadid10k/i18,train
2163,kadid10k,kadid10k/i18,train
2164,kadid10k,kadid10k/i18,train
2165,kadid10k,kadid10k/i18,train
2166,kadid10k,kadid10k/i18,train
2167,kadid10k,kadid10k/i18,train
2168,kadid10k,kadid10k/i18,train
2169,kadid10k,kadid10k/i18,train
2170,kadid10k,kadid10k/i18,train
2171,kadid10k,kadid10k/i18,train
2172,kadid10k,kadid10k/i18,train
2173,kadid10k,kadid10k/i18,train
2174,kadid10k,kadid10k/i18,train
2175,kadid10k,kadid10k/i18,train
2176,kadid10k,kadid10k/i18,train
2177,kadid10k,kadid10k/i18,train
2178,kadid10k,kadid10k/i18,train
2179,kadid10k,kadid10k/i18,train
2180,kadid10k,kadid10k/i18,train
2181,kadid10k,kadid10k/i18,train
2182,kadid10k,kadid10k/i18,train
2183,kadid10k,kadid10k/i18,train
2184,kadid10k,kadid10k/i18,train
2185,kadid10k,kadid10k/i18,train
2186,kadid10k,kadid10k/i18,train
2187,kadid10k,kadid10k/i18,train
2188,kadid10k,kadid10k/i18,train
2189,kadid10k,kadid10k/i18,train
2190,kadid10k,kadid10k/i18,train
2191,kadid10k,kadid10k/i18,train
2192,kadid10k,kadid10k/i18,train
2193,kadid10k,kadid10k/i18,train
2194,kadid10k,kadid10k/i18,train
2195,kadid10k,kadid10k/i18,train
2196,kadid10k,kadid10k/i18,train
2197,kadid10k,kadid10k/i18,train
2198,kadid10k,kadid10k/i18,train
2199,kadid10k,kadid10k/i18,train
2200,kadid10k,kadid10k/i18,train
2201,kadid10k,kadid10k/i18,train
2202,kadid10k,kadid10k/i18,train
2203,kadid10k,kadid10k/i18,train
2204,kadid10k,kadid10k/i18,train
2205,kadid10k,kadid10k/i18,train
2206,kadid10k,kadid10k/i18,train
2207,kadid10k,kadid10k/i18,train
2208,kadid10k,kadid10k/i18,train
2209,kadid10k,kadid10k/i18,train
2210,kadid10k,kadid10k/i18,train
2211,kadid10k,kadid10k/i18,train
2212,kadid10k,kadid10k/i18,train
2213,kadid10k,kadid10k/i18,train
2214,kadid10k,kadid10k/i18,train
2215,kadid10k,kadid10k/i18,train
2216,kadid10k,kadid10k/i18,train
2217,kadid10k,kadid10k/i18,train
2218,kadid10k,kadid10k/i18,train
2219,kadid10k,kadid10k/i18,train
2220,kadid10k,kadid10k/i18,train
2221,kadid10k,kadid10k/i18,train
2222,kadid10k,kadid10k/i18,train
2223,kadid10k,kadid10k/i18,train
2224,kadid10k,kadid10k/i18,train
2225,kadid10k,kadid10k/i18,train
2226,kadid10k,kadid10k/i18,train
2227,kadid10k,kadid10k/i18,train
2228,kadid10k,kadid10k/i18,train
2229,kadid10k,kadid10k/i18,train
2230,kadid10k,kadid10k/i18,train
2231,kadid10k,kadid10k/i18,train
2232,kadid10k,kadid10k/i18,train
2233,kadid10k,kadid10k/i18,train
2234,kadid10k,kadid10k/i18,train
2235,kadid10k,kadid10k/i18,train
2236,kadid10k,kadid10k/i18,train
2237,kadid10k,kadid10k/i18,train
2238,kadid10k,kadid10k/i18,train
2239,kadid10k,kadid10k/i18,train
2240,kadid10k,kadid10k/i18,train
2241,kadid10k,kadid10k/i18,train
2242,kadid10k,kadid10k/i18,train
2243,kadid10k,kadid10k/i18,train
2244,kadid10k,kadid10k/i18,train
2245,kadid10k,kadid10k/i18,train
2246,kadid10k,kadid10k/i18,train
2247,kadid10k,kadid10k/i18,train
2248,kadid10k,kadid10k/i18,train
2249,kadid10k,kadid10k/i18,train
2375,kadid10k,kadid10k/i20,train
2376,kadid10k,kadid10k/i20,train
2377,kadid10k,kadid10k/i20,train
2378,kadid10k,kadid10k/i20,train
2379,kadid10k,kadid10k/i20,train
2380,kadid10k,kadid10k/i20,train
2381,kadid10k,kadid10k/i20,train
2382,kadid10k,kadid10k/i20,train
2383,kadid10k,kadid10k/i20,train
2384,kadid10k,kadid10k/i20,train
2385,kadid10k,kadid10k/i20,train
2386,kadid10k,kadid10k/i20,train
2387,kadid10k,kadid10k/i20,train
2388,kadid10k,kadid10k/i20,train
2389,kadid10k,kadid10k/i20,train
2390,kadid10k,kadid10k/i20,train
2391,kadid10k,kadid10k/i20,train
2392,kadid10k,kadid10k/i20,train
2393,kadid10k,kadid10k/i20,train
2394,kadid10k,kadid10k/i20,train
2395,kadid10k,kadid10k/i20,train
2396,kadid10k,kadid10k/i20,train
2397,kadid10k,kadid10k/i20,train
2398,kadid10k,kadid10k/i20,train
2399,kadid10k,kadid10k/i20,train
2400,kadid10k,kadid10k/i20,train
2401,kadid10k,kadid10k/i20,train
2402,kadid10k,kadid10k/i20,train
2403,kadid10k,kadid10k/i20,train
2404,kadid10k,kadid10k/i20,train
2405,kadid10k,kadid10k/i20,train
2406,kadid10k,kadid10k/i20,train
2407,kadid10k,kadid10k/i20,train
2408,kadid10k,kadid10k/i20,train
2409,kadid10k,kadid10k/i20,train
2410,kadid10k,kadid10k/i20,train
2411,kadid10k,kadid10k/i20,train
2412,kadid10k,kadid10k/i20,train
2413,kadid10k,kadid10k/i20,train
2414,kadid10k,kadid10k/i20,train
2415,kadid10k,kadid10k/i20,train
2416,kadid10k,kadid10k/i20,train
2417,kadid10k,kadid10k/i20,train
2418,kadid10k,kadid10k/i20,train
2419,kadid10k,kadid10k/i20,train
2420,kadid10k,kadid10k/i20,train
2421,kadid10k,kadid10k/i20,train
2422,kadid10k,kadid10k/i20,train
2423,kadid10k,kadid10k/i20,train
2424,kadid10k,kadid10k/i20,train
2425,kadid10k,kadid10k/i20,train
2426,kadid10k,kadid10k/i20,train
2427,kadid10k,kadid10k/i20,train
2428,kadid10k,kadid10k/i20,train
2429,kadid10k,kadid10k/i20,train
2430,kadid10k,kadid10k/i20,train
2431,kadid10k,kadid10k/i20,train
2432,kadid10k,kadid10k/i20,train
2433,kadid10k,kadid10k/i20,train
2434,kadid10k,kadid10k/i20,train
2435,kadid10k,kadid10k/i20,train
2436,kadid10k,kadid10k/i20,train
2437,kadid10k,kadid10k/i20,train
2438,kadid10k,kadid10k/i20,train
2439,kadid10k,kadid10k/i20,train
2440,kadid10k,kadid10k/i20,train
2441,kadid10k,kadid10k/i20,train
2442,kadid10k,kadid10k/i20,train
2443,kadid10k,kadid10k/i20,train
2444,kadid10k,kadid10k/i20,train
2445,kadid10k,kadid10k/i20,train
2446,kadid10k,kadid10k/i20,train
2447,kadid10k,kadid10k/i20,train
2448,kadid10k,kadid10k/i20,train
2449,kadid10k,kadid10k/i20,train
2450,kadid10k,kadid10k/i20,train
2451,kadid10k,kadid10k/i20,train
2452,kadid10k,kadid10k/i20,train
2453,kadid10k,kadid10k/i20,train
2454,kadid10k,kadid10k/i20,train
2455,kadid10k,kadid10k/i20,train
2456,kadid10k,kadid10k/i20,train
2457,kadid10k,kadid10k/i20,train
2458,kadid10k,kadid10k/i20,train
2459,kadid10k,kadid10k/i20,train
2460,kadid10k,kadid10k/i20,train
2461,kadid10k,kadid10k/i20,train
2462,kadid10k,kadid10k/i20,train
2463,kadid10k,kadid10k/i20,train
2464,kadid10k,kadid10k/i20,train
2465,kadid10k,kadid10k/i20,train
2466,kadid10k,kadid10k/i20,train
2467,kadid10k,kadid10k/i20,train
2468,kadid10k,kadid10k/i20,train
2469,kadid10k,kadid10k/i20,train
2470,kadid10k,kadid10k/i20,train
2471,kadid10k,kadid10k/i20,train
2472,kadid10k,kadid10k/i20,train
2473,kadid10k,kadid10k/i20,train
2474,kadid10k,kadid10k/i20,train
2475,kadid10k,kadid10k/i20,train
2476,kadid10k,kadid10k/i20,train
2477,kadid10k,kadid10k/i20,train
2478,kadid10k,kadid10k/i20,train
2479,kadid10k,kadid10k/i20,train
2480,kadid10k,kadid10k/i20,train
2481,kadid10k,kadid10k/i20,train
2482,kadid10k,kadid10k/i20,train
2483,kadid10k,kadid10k/i20,train
2484,kadid10k,kadid10k/i20,train
2485,kadid10k,kadid10k/i20,train
2486,kadid10k,kadid10k/i20,train
2487,kadid10k,kadid10k/i20,train
2488,kadid10k,kadid10k/i20,train
2489,kadid10k,kadid10k/i20,train
2490,kadid10k,kadid10k/i20,train
2491,kadid10k,kadid10k/i20,train
2492,kadid10k,kadid10k/i20,train
2493,kadid10k,kadid10k/i20,train
2494,kadid10k,kadid10k/i20,train
2495,kadid10k,kadid10k/i20,train
2496,kadid10k,kadid10k/i20,train
2497,kadid10k,kadid10k/i20,train
2498,kadid10k,kadid10k/i20,train
2499,kadid10k,kadid10k/i20,train
2500,kadid10k,kadid10k/i21,train
2501,kadid10k,kadid10k/i21,train
2502,kadid10k,kadid10k/i21,train
2503,kadid10k,kadid10k/i21,train
2504,kadid10k,kadid10k/i21,train
2505,kadid10k,kadid10k/i21,train
2506,kadid10k,kadid10k/i21,train
2507,kadid10k,kadid10k/i21,train
2508,kadid10k,kadid10k/i21,train
2509,kadid10k,kadid10k/i21,train
2510,kadid10k,kadid10k/i21,train
2511,kadid10k,kadid10k/i21,train
2512,kadid10k,kadid10k/i21,train
2513,kadid10k,kadid10k/i21,train
2514,kadid10k,kadid10k/i21,train
2515,kadid10k,kadid10k/i21,train
2516,kadid10k,kadid10k/i21,train
2517,kadid10k,kadid10k/i21,train
2518,kadid10k,kadid10k/i21,train
2519,kadid10k,kadid10k/i21,train
2520,kadid10k,kadid10k/i21,train
2521,kadid10k,kadid10k/i21,train
2522,kadid10k,kadid10k/i21,train
2523,kadid10k,kadid10k/i21,train
2524,kadid10k,kadid10k/i21,train
2525,kadid10k,kadid10k/i21,train
2526,kadid10k,kadid10k/i21,train
2527,kadid10k,kadid10k/i21,train
2528,kadid10k,kadid10k/i21,train
2529,kadid10k,kadid10k/i21,train
2530,kadid10k,kadid10k/i21,train
2531,kadid10k,kadid10k/i21,train
2532,kadid10k,kadid10k/i21,train
2533,kadid10k,kadid10k/i21,train
2534,kadid10k,kadid10k/i21,train
2535,kadid10k,kadid10k/i21,train
2536,kadid10k,kadid10k/i21,train
2537,kadid10k,kadid10k/i21,train
2538,kadid10k,kadid10k/i21,train
2539,kadid10k,kadid10k/i21,train
2540,kadid10k,kadid10k/i21,train
2541,kadid10k,kadid10k/i21,train
2542,kadid10k,kadid10k/i21,train
2543,kadid10k,kadid10k/i21,train
2544,kadid10k,kadid10k/i21,train
2545,kadid10k,kadid10k/i21,train
2546,kadid10k,kadid10k/i21,train
2547,kadid10k,kadid10k/i21,train
2548,kadid10k,kadid10k/i21,train
2549,kadid10k,kadid10k/i21,train
2550,kadid10k,kadid10k/i21,train
2551,kadid10k,kadid10k/i21,train
2552,kadid10k,kadid10k/i21,train
2553,kadid10k,kadid10k/i21,train
2554,kadid10k,kadid10k/i21,train
2555,kadid10k,kadid10k/i21,train
2556,kadid10k,kadid10k/i21,train
2557,kadid10k,kadid10k/i21,train
2558,kadid10k,kadid10k/i21,train
2559,kadid10k,kadid10k/i21,train
2560,kadid10k,kadid10k/i21,train
2561,kadid10k,kadid10k/i21,train
2562,kadid10k,kadid10k/i21,train
2563,kadid10k,kadid10k/i21,train
2564,kadid10k,kadid10k/i21,train
2565,kadid10k,kadid10k/i21,train
2566,kadid10k,kadid10k/i21,train
2567,kadid10k,kadid10k/i21,train
2568,kadid10k,kadid10k/i21,train
2569,kadid10k,kadid10k/i21,train
2570,kadid10k,kadid10k/i21,train
2571,kadid10k,kadid10k/i21,train
2572,kadid10k,kadid10k/i21,train
2573,kadid10k,kadid10k/i21,train
2574,kadid10k,kadid10k/i21,train
2575,kadid10k,kadid10k/i21,train
2576,kadid10k,kadid10k/i21,train
2577,kadid10k,kadid10k/i21,train
2578,kadid10k,kadid10k/i21,train
2579,kadid10k,kadid10k/i21,train
2580,kadid10k,kadid10k/i21,train
2581,kadid10k,kadid10k/i21,train
2582,kadid10k,kadid10k/i21,train
2583,kadid10k,kadid10k/i21,train
2584,kadid10k,kadid10k/i21,train
2585,kadid10k,kadid10k/i21,train
2586,kadid10k,kadid10k/i21,train
2587,kadid10k,kadid10k/i21,train
2588,kadid10k,kadid10k/i21,train
2589,kadid10k,kadid10k/i21,train
2590,kadid10k,kadid10k/i21,train
2591,kadid10k,kadid10k/i21,train
2592,kadid10k,kadid10k/i21,train
2593,kadid10k,kadid10k/i21,train
2594,kadid10k,kadid10k/i21,train
2595,kadid10k,kadid10k/i21,train
2596,kadid10k,kadid10k/i21,train
2597,kadid10k,kadid10k/i21,train
2598,kadid10k,kadid10k/i21,train
2599,kadid10k,kadid10k/i21,train
2600,kadid10k,kadid10k/i21,train
2601,kadid10k,kadid10k/i21,train
2602,kadid10k,kadid10k/i21,train
2603,kadid10k,kadid10k/i21,train
2604,kadid10k,kadid10k/i21,train
2605,kadid10k,kadid10k/i21,train
2606,kadid10k,kadid10k/i21,train
2607,kadid10k,kadid10k/i21,train
2608,kadid10k,kadid10k/i21,train
2609,kadid10k,kadid10k/i21,train
2610,kadid10k,kadid10k/i21,train
2611,kadid10k,kadid10k/i21,train
2612,kadid10k,kadid10k/i21,train
2613,kadid10k,kadid10k/i21,train
2614,kadid10k,kadid10k/i21,train
2615,kadid10k,kadid10k/i21,train
2616,kadid10k,kadid10k/i21,train
2617,kadid10k,kadid10k/i21,train
2618,kadid10k,kadid10k/i21,train
2619,kadid10k,kadid10k/i21,train
2620,kadid10k,kadid10k/i21,train
2621,kadid10k,kadid10k/i21,train
2622,kadid10k,kadid10k/i21,train
2623,kadid10k,kadid10k/i21,train
2624,kadid10k,kadid10k/i21,train
2625,kadid10k,kadid10k/i22,train
2626,kadid10k,kadid10k/i22,train
2627,kadid10k,kadid10k/i22,train
2628,kadid10k,kadid10k/i22,train
2629,kadid10k,kadid10k/i22,train
2630,kadid10k,kadid10k/i22,train
2631,kadid10k,kadid10k/i22,train
2632,kadid10k,kadid10k/i22,train
2633,kadid10k,kadid10k/i22,train
2634,kadid10k,kadid10k/i22,train
2635,kadid10k,kadid10k/i22,train
2636,kadid10k,kadid10k/i22,train
2637,kadid10k,kadid10k/i22,train
2638,kadid10k,kadid10k/i22,train
2639,kadid10k,kadid10k/i22,train
2640,kadid10k,kadid10k/i22,train
2641,kadid10k,kadid10k/i22,train
2642,kadid10k,kadid10k/i22,train
2643,kadid10k,kadid10k/i22,train
2644,kadid10k,kadid10k/i22,train
2645,kadid10k,kadid10k/i22,train
2646,kadid10k,kadid10k/i22,train
2647,kadid10k,kadid10k/i22,train
2648,kadid10k,kadid10k/i22,train
2649,kadid10k,kadid10k/i22,train
2650,kadid10k,kadid10k/i22,train
2651,kadid10k,kadid10k/i22,train
2652,kadid10k,kadid10k/i22,train
2653,kadid10k,kadid10k/i22,train
2654,kadid10k,kadid10k/i22,train
2655,kadid10k,kadid10k/i22,train
2656,kadid10k,kadid10k/i22,train
2657,kadid10k,kadid10k/i22,train
2658,kadid10k,kadid10k/i22,train
2659,kadid10k,kadid10k/i22,train
2660,kadid10k,kadid10k/i22,train
